,SMILES,False positives,True positives,FP - mvsa,TP - mvsa,Score - mvsa,FP - Catboost_self,TP - Catboost_self,Score - Catboost_self,FP - Catboost_test,TP - Catboost_test,Score - Catboost_test,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
4113,COc1cccc(NC(=O)C(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)c1,1.0,0.0,1.0,0.0,99.6413973121763,0.0,0.0,-0.4364938237669809,0.0,0.0,-0.21242021325460983,0.0,0.0,28.0,0.0,1.0,0.0
4114,COc1cccc(OCCCn2cc(/C=C3/C(=N)N4C=C(C)SC4=NC3=O)c3ccccc32)c1,-0.0,1.0,0.0,0.0,80.74499605537888,0.0,0.0,-0.11580998139020607,0.0,1.0,-0.04104883774310796,0.0,0.0,29.0,1.0,-0.0,1.0
4115,COc1cccc(OCCn2cc(C=O)c3ccccc32)c1,1.0,0.0,0.0,0.0,97.52295062467056,0.0,0.0,-0.4212149503267913,0.0,0.0,-0.20352718334146033,1.0,0.0,27.0,0.0,1.0,0.0
4116,COc1ccccc1-n1c(O)c(/C=C2\C=Nc3ccccc32)c(=O)[nH]c1=O,1.0,0.0,0.0,0.0,87.97255732695632,0.0,0.0,-0.3202664205961565,0.0,0.0,-0.15963065485817113,0.0,0.0,35.0,0.0,1.0,0.0
4117,COc1ccccc1C(=O)C1CCCN(C(=O)c2cccnc2SC)C1,1.0,0.0,1.0,0.0,99.1425093830844,0.0,0.0,-0.4148632382493747,0.0,0.0,-0.22114979638728485,0.0,0.0,41.0,0.0,1.0,0.0
4118,COc1ccccc1C(=O)Nc1ccnn1C1CCN(C(C)CSC)CC1,1.0,0.0,0.0,0.0,87.95281664525206,1.0,0.0,-0.4419129884458003,1.0,0.0,-0.23973376063013166,1.0,0.0,26.0,0.0,1.0,0.0
4119,COc1ccccc1CCC(=O)OCc1csc(CC(=O)Nc2ccccc2C)n1,1.0,0.0,1.0,0.0,99.5630229890371,0.0,0.0,-0.4371292418984005,0.0,0.0,-0.2237911852915402,1.0,0.0,27.0,0.0,1.0,0.0
4120,COc1ccccc1N1C(=O)C(Cl)=C(Nc2ccccc2O)C1=O,1.0,0.0,0.0,0.0,87.98788543289304,0.0,0.0,-0.2992017629656502,0.0,0.0,-0.15894902633378255,0.0,0.0,29.0,0.0,1.0,0.0
4121,COc1ccccc1N1C(=O)S/C(=C\c2ccc(C)s2)C1=O,1.0,0.0,0.0,0.0,89.80055860748952,0.0,0.0,-0.20721316278235843,0.0,0.0,-0.10186761573321315,0.0,0.0,32.0,0.0,1.0,0.0
4122,COc1ccccc1NC(=S)NNC(=O)c1cc(C)n(C)n1,-0.0,1.0,0.0,0.0,94.4898715537475,0.0,0.0,-0.37708381346901,0.0,0.0,-0.20945396862992208,1.0,0.0,26.0,1.0,-0.0,1.0
4123,COc1ncnc2c1NC1=C(S2)C(=NCCC(=O)O)CC(C)(C)C1,-0.0,1.0,0.0,0.0,80.2285642608869,0.0,0.0,-0.20184166779043708,0.0,0.0,-0.11120665168399159,0.0,0.0,52.0,0.0,1.0,0.0
4124,CS(=O)(=O)Oc1ccc2c(c1)O/C(=C\C=C\c1ccccc1)C2=O,-0.0,1.0,0.0,0.0,89.89040714428432,0.0,0.0,-0.24732145453790189,0.0,0.0,-0.13342515377437414,0.0,0.0,42.0,0.0,1.0,0.0
4125,CSCC(C)N1CCC(Oc2cccc(C(=O)NCc3ccccn3)c2)CC1,-0.0,1.0,0.0,0.0,89.72702260571131,0.0,0.0,-0.43559824281150217,1.0,0.0,-0.24423956314990902,0.0,0.0,29.0,0.0,1.0,0.0
4126,CSc1nnc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccc(Cl)c2)s1,-0.0,1.0,0.0,1.0,64.61847279465127,0.0,0.0,-0.13780479559060987,0.0,0.0,-0.08423283049966748,1.0,0.0,26.0,0.0,1.0,0.0
4127,CSc1nnc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2ccccc2)s1,-0.0,1.0,0.0,0.0,73.13266544096606,0.0,0.0,-0.1698065716356461,0.0,0.0,-0.1001607327887538,0.0,0.0,40.0,0.0,1.0,0.0
4128,CSc1nnc(SCc2nc3sc(C(=O)O)c(C)c3c(=O)[nH]2)s1,-0.0,1.0,0.0,0.0,91.95041927084378,0.0,0.0,-0.2777553756181658,0.0,0.0,-0.14932268270891202,0.0,0.0,39.0,0.0,1.0,0.0
4129,CSc1sccc1/C=C(/C#N)C(=O)c1ccco1,1.0,0.0,0.0,0.0,96.95121606263596,0.0,0.0,-0.3985575655897499,0.0,0.0,-0.19544677593193255,1.0,0.0,27.0,0.0,1.0,0.0
4130,C[C@@H]1Cc2c(O)c(O)cc(O)c2C(=O)O1,-0.0,1.0,0.0,0.0,70.33854558622895,0.0,0.0,-0.3884391365701481,1.0,0.0,-0.24170441540010756,0.0,0.0,45.0,1.0,-0.0,1.0
4131,C[C@@H]1O[C@@H](OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,-0.0,1.0,0.0,1.0,67.05489709468736,0.0,0.0,-0.1264722195803094,0.0,0.0,-0.06687580564843242,0.0,0.0,46.0,1.0,-0.0,1.0
4132,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,-0.0,1.0,0.0,0.0,74.5899042025408,0.0,1.0,-0.03446523855802104,0.0,1.0,-0.024342438790905602,0.0,1.0,58.0,1.0,-0.0,1.0
4133,Cc1[nH][nH]c(=O)c1/C=N/N1CCOCC1,1.0,0.0,1.0,0.0,99.199665667299,0.0,0.0,-0.4323032172417353,0.0,0.0,-0.22201901300804452,1.0,0.0,27.0,0.0,1.0,0.0
4134,Cc1[nH][nH]c(=O)c1C(c1cc([N+](=O)[O-])ccc1O)c1c(C)[nH][nH]c1=O,-0.0,1.0,0.0,0.0,83.94042934284084,0.0,0.0,-0.3718680390322714,0.0,0.0,-0.20618700923972694,1.0,0.0,27.0,0.0,1.0,0.0
4135,Cc1[nH][nH]c(=O)c1C(c1ccc(-c2cccc(C(=O)O)c2)o1)c1c(C)[nH][nH]c1=O,-0.0,1.0,0.0,0.0,69.48386875795197,0.0,0.0,-0.4215768644353466,0.0,0.0,-0.22956514351743182,0.0,0.0,52.0,0.0,1.0,0.0
4136,Cc1[nH][nH]c(=O)c1C(c1ccc(-c2ccccc2C(=O)O)o1)c1c(C)[nH][nH]c1=O,-0.0,1.0,0.0,0.0,70.24187419252709,0.0,0.0,-0.41807805803659437,0.0,0.0,-0.21958263896155375,0.0,0.0,35.0,0.0,1.0,0.0
4137,Cc1[nH][nH]c(=O)c1N=Nc1ccc(S(N)(=O)=O)cc1,1.0,0.0,0.0,0.0,86.24169095931144,0.0,0.0,-0.3821419584696277,0.0,0.0,-0.22723488945730935,0.0,1.0,59.0,1.0,-0.0,1.0
4138,Cc1[nH]c2ccccc2c1/C=N/NC(=S)NC(C)C,1.0,0.0,1.0,0.0,99.09659225356853,1.0,0.0,-0.4392660378309753,0.0,0.0,-0.23186548516667968,1.0,0.0,26.0,0.0,1.0,0.0
4139,Cc1c(/C=N/NC(=O)c2cc(=O)[nH]c(=O)[nH]2)c2ccccn2c1C(=O)c1ccccc1,1.0,0.0,0.0,0.0,95.90735562392032,0.0,0.0,-0.29267424663825425,0.0,0.0,-0.15277259429194162,0.0,0.0,33.0,0.0,1.0,0.0
4140,Cc1c(CN2CCCCC2)c(O)n(CCCO)c(=O)c1C#N,1.0,0.0,0.0,0.0,74.05747402183275,0.0,0.0,-0.4089203723344222,0.0,0.0,-0.22266165651402894,0.0,0.0,46.0,0.0,1.0,0.0
4141,Cc1c(N)cc(N)cc1C(=O)O,-0.0,1.0,0.0,0.0,87.51044556323491,1.0,0.0,-0.4433661448648238,1.0,0.0,-0.24498924431570585,0.0,0.0,49.0,0.0,1.0,0.0
4142,Cc1c(N=C2Nc3cccc4cccc2c34)c(=O)n(-c2ccccc2)n1C,1.0,0.0,0.0,0.0,90.47679421632374,0.0,0.0,-0.435290753063918,0.0,0.0,-0.21397997156711104,0.0,0.0,41.0,0.0,1.0,0.0
4143,Cc1c(NC(=O)c2coc(=O)c(Br)c2)c(=O)n(-c2ccccc2)n1C,-0.0,1.0,1.0,0.0,99.62054402984431,0.0,0.0,-0.4280266706721545,0.0,0.0,-0.21731343501305359,0.0,0.0,45.0,0.0,1.0,0.0
4144,Cc1c(O)ccc(-c2n[nH]c(C(=O)O)c2-c2nc3ccccc3s2)c1O,1.0,0.0,0.0,0.0,84.27647857014725,0.0,0.0,-0.31616235315825847,0.0,0.0,-0.17934411572189699,0.0,1.0,58.0,0.0,1.0,0.0
4145,Cc1c2ccccc2nc2c(F)c(NC(C)C)c(F)c(F)c12,1.0,0.0,0.0,0.0,87.09265012859935,0.0,0.0,-0.15291349399975365,0.0,0.0,-0.08245491037297834,0.0,0.0,33.0,0.0,1.0,0.0
4146,Cc1cc(/C=C2\C(=O)NC(=O)N(Cc3ccccc3)C2=O)c(C)n1C1CC1,1.0,0.0,0.0,0.0,87.05763164989983,0.0,0.0,-0.35659417673925037,0.0,0.0,-0.16113967521308722,0.0,1.0,58.0,1.0,-0.0,1.0
4147,Cc1cc(=O)[nH]c(N/N=C/c2ccc(O)c(O)c2)n1,-0.0,1.0,0.0,0.0,71.91171729128091,0.0,1.0,-0.09417253452236857,0.0,1.0,-0.04561861796263872,0.0,0.0,42.0,1.0,-0.0,1.0
4148,Cc1cc(=O)oc2c(CN3CCC(C)CC3)c(O)c(Cl)cc12,1.0,0.0,1.0,0.0,99.57468398576478,0.0,0.0,-0.42191329366423497,1.0,0.0,-0.24389404870495512,0.0,0.0,40.0,1.0,-0.0,1.0
4149,Cc1cc(C(=O)N/N=C/c2ccc(-c3cccc(Cl)c3Cl)o2)n[nH]1,-0.0,1.0,1.0,0.0,98.93846459547407,0.0,0.0,-0.4291128776750939,0.0,0.0,-0.22102020396225328,0.0,0.0,38.0,0.0,1.0,0.0
4150,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,1.0,0.0,0.0,0.0,97.86291109293936,0.0,0.0,-0.3668217665234663,0.0,0.0,-0.18175326246977658,0.0,0.0,49.0,0.0,1.0,0.0
4151,Cc1cc(C)c(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1C,-0.0,1.0,0.0,1.0,67.60878024128107,0.0,0.0,-0.15989606320356067,0.0,0.0,-0.09423458261643818,0.0,1.0,56.0,1.0,-0.0,1.0
4152,Cc1cc(C)c[n+](-c2[nH]c(=O)sc2/C=N/NC([S-])=Nc2ccccc2)c1,1.0,0.0,0.0,0.0,77.87910601640156,0.0,1.0,-0.05029019204216015,0.0,1.0,-0.020521336367260352,0.0,0.0,49.0,1.0,-0.0,1.0
4153,Cc1cc(C)cc(-n2c(O)c(C=Nc3ccc(N4CCOCC4)cc3)c(=O)[nH]c2=S)c1,1.0,0.0,0.0,1.0,65.8284542563484,0.0,0.0,-0.32435174157610225,0.0,0.0,-0.1677259735405069,0.0,0.0,52.0,1.0,-0.0,1.0
4154,Cc1cc(C)nc(NN2C(=O)C=CC2=O)n1,-0.0,1.0,0.0,0.0,98.63462958534353,0.0,0.0,-0.43235755412558297,0.0,0.0,-0.2282910596048958,0.0,0.0,29.0,0.0,1.0,0.0
4155,Cc1cc(N=Cc2c(O)n(-c3ccc4c(c3)OCO4)c(=O)c3ccccc23)ccn1,1.0,0.0,0.0,0.0,80.29549748948178,0.0,0.0,-0.4293764542085201,0.0,0.0,-0.21252217401374898,0.0,0.0,31.0,0.0,1.0,0.0
4156,Cc1cc(NS(=O)(=O)c2ccc(Nc3nc(-c4sc(N)nc4C)cs3)cc2)no1,-0.0,1.0,0.0,0.0,86.18247786601387,0.0,0.0,-0.2635144761942575,0.0,0.0,-0.12658925069401927,0.0,0.0,29.0,1.0,-0.0,1.0
4157,Cc1cc(O)c(CN(C)C)c2c1C(=O)/C(=C/c1ccco1)O2,-0.0,1.0,0.0,0.0,90.83451145511742,0.0,1.0,-0.08272277758456051,0.0,1.0,-0.040278047131572604,0.0,0.0,37.0,1.0,-0.0,1.0
4158,Cc1cc(O)c(Oc2cc(C)cc(O)c2O)c(O)c1,-0.0,1.0,0.0,1.0,46.60551121322592,0.0,0.0,-0.41452418465042645,1.0,0.0,-0.25351123279738064,0.0,0.0,49.0,1.0,-0.0,1.0
4159,Cc1cc(O)cc2c1C(=O)/C(=C/c1ccco1)O2,1.0,0.0,0.0,0.0,81.89987111556819,0.0,1.0,-0.04700662218216127,0.0,1.0,-0.01936872214458383,0.0,0.0,42.0,1.0,-0.0,1.0
4160,Cc1cc([N+](=O)[O-])ccc1-c1ccc(/C=N/NC(=O)c2ccc(Br)o2)o1,-0.0,1.0,0.0,0.0,95.92292428633422,0.0,0.0,-0.42831393556231717,0.0,0.0,-0.2259326565275952,0.0,1.0,58.0,0.0,1.0,0.0
4161,Cc1cc([N+](=O)[O-])nn1CC(=O)NNC(=S)Nc1ccc([N+](=O)[O-])cc1,-0.0,1.0,0.0,0.0,87.92811389810525,0.0,0.0,-0.4342102688506267,0.0,0.0,-0.22228470371339318,0.0,0.0,37.0,0.0,1.0,0.0
4162,Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,-0.0,1.0,0.0,1.0,67.73567073846432,0.0,0.0,-0.3788684416636187,0.0,0.0,-0.18974418530473666,0.0,0.0,48.0,0.0,1.0,0.0
4163,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,-0.0,1.0,0.0,0.0,71.20612325543388,0.0,0.0,-0.41481508424970326,0.0,0.0,-0.19435976877143196,0.0,0.0,28.0,0.0,1.0,0.0
4164,Cc1cc[n+](C2=C([O-])c3ccccc3C(=O)/C2=N\S(=O)(=O)c2cccs2)cc1C,1.0,0.0,0.0,0.0,83.25388677261266,0.0,0.0,-0.1759925828067506,0.0,0.0,-0.0858062220019401,0.0,0.0,34.0,1.0,-0.0,1.0
4165,Cc1ccc(-c2cc(-c3ccco3)c(C#N)c(=O)[nH]2)cc1,1.0,0.0,0.0,0.0,98.21649164433776,0.0,0.0,-0.4210210171421374,0.0,0.0,-0.2167562799372237,0.0,0.0,40.0,1.0,-0.0,1.0
4166,Cc1ccc(-c2nc(C=Nc3ccc(O)cc3)c(O)o2)cc1,1.0,0.0,0.0,0.0,88.22229289246336,0.0,0.0,-0.27876194938933613,0.0,0.0,-0.14378448834614144,0.0,0.0,37.0,0.0,1.0,0.0
4167,Cc1ccc(-c2nnc(Nc3ccc(CC(N)=O)cc3)c3ccccc23)cc1S(N)(=O)=O,1.0,0.0,0.0,0.0,96.06750000485428,0.0,0.0,-0.43454937689773265,0.0,0.0,-0.2028474779200462,0.0,0.0,32.0,0.0,1.0,0.0
4168,Cc1ccc(/C=C(\C#N)C(=O)Nc2c(C)cccc2C)s1,1.0,0.0,0.0,0.0,89.88820671945793,0.0,0.0,-0.4291596637186971,0.0,0.0,-0.20500767129575093,0.0,0.0,46.0,0.0,1.0,0.0
4169,Cc1ccc(/C=C/C(=O)O)cc1S(=O)(=O)N1CCCCC1,1.0,0.0,0.0,0.0,95.4541145931975,1.0,0.0,-0.4395433450228121,0.0,0.0,-0.22309314964163432,0.0,0.0,30.0,0.0,1.0,0.0
4170,Cc1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)o1,-0.0,1.0,0.0,0.0,80.59316851738784,0.0,0.0,-0.41150802126495856,1.0,0.0,-0.2378614954180977,1.0,0.0,26.0,1.0,-0.0,1.0
4171,Cc1ccc(/C=C2/Sc3ccc(C(=O)N4CCC5(CC4)OCCO5)cc3NC2=O)cc1,1.0,0.0,0.0,0.0,92.58655499436952,0.0,0.0,-0.4287661518317052,0.0,0.0,-0.22213068966498734,0.0,0.0,29.0,0.0,1.0,0.0
4172,Cc1ccc(/C=C2\Oc3c(ccc(O)c3CN3CCN(CCO)CC3)C2=O)cc1,-0.0,1.0,0.0,0.0,78.33788365954466,0.0,0.0,-0.11671103873060354,0.0,0.0,-0.05506943094221653,0.0,0.0,32.0,1.0,-0.0,1.0
4173,Cc1ccc(/C=N/Nc2ncnc3nc[nH]c23)cc1,1.0,0.0,0.0,0.0,82.00454091076315,0.0,0.0,-0.3939297010241433,0.0,0.0,-0.17930551570140724,1.0,0.0,26.0,0.0,1.0,0.0
4174,Cc1ccc(C(=O)CSc2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,1.0,0.0,1.0,0.0,99.17116191819483,1.0,0.0,-0.4383996348866763,0.0,0.0,-0.22835201150203396,0.0,0.0,30.0,0.0,1.0,0.0
4175,Cc1ccc(C(=O)N/C(=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)NCCCN(C)C)cc1,-0.0,1.0,0.0,0.0,93.05393139994975,0.0,0.0,-0.42532767717085634,0.0,0.0,-0.20600058131416296,1.0,0.0,27.0,0.0,1.0,0.0
4176,Cc1ccc(C)c(N2CCN(C(=O)c3cc4ccccn4n3)CC2)c1,-0.0,1.0,1.0,0.0,99.45691597733169,1.0,0.0,-0.44030233092175,0.0,0.0,-0.22143641148530213,0.0,0.0,29.0,0.0,1.0,0.0
4177,Cc1ccc(C)n1-c1ccc(C(=O)O)cc1,1.0,0.0,0.0,0.0,68.92204527693619,1.0,0.0,-0.4456332551629479,1.0,0.0,-0.2425214875950028,0.0,0.0,50.0,1.0,-0.0,1.0
4178,Cc1ccc(C2C3CN(C(C)C)CC=C3C(C#N)=C(N)C2(C#N)C#N)cc1,1.0,0.0,0.0,0.0,70.4385960311092,0.0,1.0,-0.07580489248004922,0.0,1.0,-0.03796872927455316,0.0,0.0,28.0,1.0,-0.0,1.0
4179,Cc1ccc(C2c3sc(=O)[nH]c3SC3C(=O)NC(=O)C32)cc1,1.0,0.0,0.0,0.0,95.39264351531476,0.0,0.0,-0.1492064349479182,0.0,0.0,-0.07584635329542105,0.0,0.0,46.0,1.0,-0.0,1.0
4180,Cc1ccc(CN(C)C(=O)CC2C(=O)NCCN2CC2CCCCC2)cc1,1.0,0.0,1.0,0.0,99.65330469649095,1.0,0.0,-0.4446640265020924,0.0,0.0,-0.22774389682853266,0.0,0.0,48.0,0.0,1.0,0.0
4181,Cc1ccc(Cl)c2c(N=Nc3ccccc3)c(O)[nH]c12,1.0,0.0,0.0,0.0,88.83930260920512,0.0,0.0,-0.37572115963820035,0.0,0.0,-0.19389869596474102,0.0,0.0,43.0,1.0,-0.0,1.0
4182,Cc1ccc(Cl)c2c1=NC(=O)C=2c1[nH]c(=S)[nH]c1O,1.0,0.0,0.0,0.0,82.94995285479798,0.0,0.0,-0.35911127860326686,0.0,0.0,-0.18742369481163343,0.0,0.0,45.0,0.0,1.0,0.0
4183,Cc1ccc(N(C)S(=O)(=O)c2c(C)noc2/C=C/N(C)C)cc1,1.0,0.0,0.0,0.0,98.14718696613477,0.0,0.0,-0.3677942486463068,0.0,0.0,-0.18207822613182317,0.0,0.0,30.0,0.0,1.0,0.0
4184,Cc1ccc(N/C=C/C(=O)c2sc(-c3ccccc3)nc2C)cc1,1.0,0.0,1.0,0.0,99.25750467744903,0.0,0.0,-0.43619197114008823,0.0,0.0,-0.20978224118572425,0.0,0.0,38.0,0.0,1.0,0.0
4185,Cc1ccc(N/C=C2/Sc3ccccc3NC2=O)cc1,1.0,0.0,1.0,0.0,99.55110050617783,0.0,0.0,-0.42265271261901205,0.0,0.0,-0.22361113561278428,0.0,0.0,54.0,0.0,1.0,0.0
4186,Cc1ccc(N2C(=O)/C(=C/c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1,-0.0,1.0,0.0,0.0,93.33841865826504,0.0,0.0,-0.2826701825737738,0.0,0.0,-0.14258393878821493,0.0,0.0,50.0,1.0,-0.0,1.0
4187,Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4ccc(C(=O)O)cc4)c3C)C2=O)cc1,-0.0,1.0,0.0,0.0,83.63320619894424,0.0,0.0,-0.1764743067590534,0.0,0.0,-0.07511081155577791,0.0,0.0,35.0,1.0,-0.0,1.0
4188,Cc1ccc(N2C(=O)c3cccc4c(N5CCN(C)CC5)ccc(c34)C2=O)c2cccnc12,-0.0,1.0,0.0,1.0,57.87341106323767,0.0,0.0,-0.3669118369287371,0.0,0.0,-0.17591734074228849,0.0,1.0,58.0,0.0,1.0,0.0
4189,Cc1ccc(N=Cc2nc(-c3ccc(C)cc3)oc2O)cc1,-0.0,1.0,0.0,0.0,82.87395474398528,0.0,0.0,-0.2632237477552104,0.0,0.0,-0.1317353272298481,0.0,0.0,42.0,0.0,1.0,0.0
4190,Cc1ccc(N=Cc2sc(O)c3ccccc23)c(C)c1,1.0,0.0,0.0,0.0,86.03305854904427,0.0,0.0,-0.40948919106534865,0.0,0.0,-0.20440358959872074,0.0,0.0,31.0,0.0,1.0,0.0
4191,Cc1ccc(NC(=O)/C(C#N)=C/c2ccc(C)s2)c(C)c1,-0.0,1.0,0.0,0.0,86.12642504154718,0.0,0.0,-0.4103089296683744,0.0,0.0,-0.2010094476812033,0.0,0.0,54.0,0.0,1.0,0.0
4192,Cc1ccc(NC(=O)CCS(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3)cc1,1.0,0.0,1.0,0.0,99.68814676283112,1.0,0.0,-0.4386919606277475,0.0,0.0,-0.23049088563631875,1.0,0.0,26.0,0.0,1.0,0.0
4193,Cc1ccc(NC(=O)c2sc3nc4c(c(-c5ccco5)c3c2N)CCC4)cc1,-0.0,1.0,0.0,0.0,89.6076236850571,0.0,0.0,-0.42360124033767516,0.0,0.0,-0.20601788451973507,0.0,1.0,55.0,0.0,1.0,0.0
4194,Cc1ccc(NC(=S)c2ccc3ccccc3n2)c(C)c1,1.0,0.0,0.0,0.0,98.61719151329405,0.0,0.0,-0.4237837663541081,0.0,0.0,-0.21098766807574554,0.0,0.0,38.0,0.0,1.0,0.0
4195,Cc1ccc(Nc2ccc([N+](=O)[O-])ccc2=O)cc1,1.0,0.0,1.0,0.0,98.99047482487438,1.0,0.0,-0.44290507108761656,0.0,0.0,-0.229957391728486,0.0,0.0,28.0,0.0,1.0,0.0
4196,Cc1ccc(O)c(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccc(C)n4)cc3)[nH]n2)c1,-0.0,1.0,0.0,0.0,94.75843263618542,0.0,0.0,-0.43035820135487557,1.0,0.0,-0.23476416826765867,0.0,0.0,29.0,0.0,1.0,0.0
4197,Cc1ccc(S(=O)(=O)CCSc2nc(C)cc(C(F)(F)F)c2C#N)cc1,-0.0,1.0,0.0,0.0,98.51881744344315,1.0,0.0,-0.4399445179697242,1.0,0.0,-0.24781632657023808,0.0,0.0,54.0,0.0,1.0,0.0
4198,Cc1ccc(S(=O)(=O)NNC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,-0.0,1.0,0.0,0.0,94.43419010921059,1.0,0.0,-0.4432159873623552,1.0,0.0,-0.23682590165930253,0.0,0.0,31.0,0.0,1.0,0.0
4199,Cc1ccc(S(=O)(=O)Nc2ccccc2F)cc1C(=O)NNC(=O)c1ccccc1O,1.0,0.0,0.0,0.0,88.78651058296036,0.0,0.0,-0.4331048302373783,0.0,0.0,-0.2339303913385956,0.0,0.0,37.0,0.0,1.0,0.0
4200,Cc1ccc(S(=O)(=O)c2cc3c(=O)n4ccccc4nc3n(CCc3ccccc3)c2=N)cc1,1.0,0.0,0.0,0.0,94.02776901577658,0.0,1.0,-0.09005742323896117,0.0,0.0,-0.0504484348952956,0.0,0.0,32.0,0.0,1.0,0.0
4201,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1ccc(O)c(Sc2ncn[nH]2)c1,1.0,0.0,0.0,0.0,70.87678914871715,0.0,0.0,-0.3484494821770572,0.0,0.0,-0.1900200629527667,0.0,0.0,40.0,1.0,-0.0,1.0
4202,Cc1ccc2[nH]c(=O)c(CN(CCO)Cc3nnnn3CCc3ccccc3)cc2c1,1.0,0.0,1.0,0.0,99.28340140831227,0.0,0.0,-0.40646465562398093,0.0,0.0,-0.20053839377603286,0.0,0.0,32.0,0.0,1.0,0.0
4203,Cc1ccc2cc(/C=C3\N=C(c4ccccc4)OC3=O)c(N3CCOCC3)nc2c1,1.0,0.0,0.0,0.0,85.96104662174193,0.0,0.0,-0.12617668376089736,0.0,0.0,-0.053854044143199706,0.0,0.0,34.0,0.0,1.0,0.0
4204,Cc1ccc2ccc(C3C(=O)c4ccccc4C3=O)nc2c1,-0.0,1.0,0.0,0.0,95.67155416436599,0.0,0.0,-0.36397021317478373,0.0,0.0,-0.17582716088434247,0.0,0.0,41.0,1.0,-0.0,1.0
4205,Cc1ccc2nc(-c3ccc(O)c(O)c3)cn2c1,-0.0,1.0,0.0,0.0,74.78482073247126,0.0,1.0,-0.07427353133639898,0.0,1.0,-0.038903206686714174,0.0,0.0,48.0,1.0,-0.0,1.0
4206,Cc1ccc2nc3sc(C(=O)N4CCCc5ccccc54)c(N)c3cc2c1,1.0,0.0,0.0,0.0,91.18373518301436,0.0,0.0,-0.36377727070432186,0.0,0.0,-0.18026262887103894,0.0,0.0,35.0,0.0,1.0,0.0
4207,Cc1ccc2nc3sc(C(=O)N4CCOCC4)c(N)c3cc2c1,1.0,0.0,0.0,0.0,93.46749926933879,0.0,0.0,-0.37598924994913857,0.0,0.0,-0.18693963840074007,0.0,0.0,44.0,0.0,1.0,0.0
4208,Cc1ccc2oc(=O)c(/C=C(\O)c3cccs3)nc2c1,1.0,0.0,0.0,0.0,95.84843096809547,0.0,0.0,-0.4225310658470837,0.0,0.0,-0.22843503000491783,0.0,0.0,45.0,0.0,1.0,0.0
4209,Cc1ccc[n+](-c2[nH]c(=O)sc2/C=N/NC(=O)c2ccccc2[O-])c1,-0.0,1.0,0.0,0.0,91.00961385947994,0.0,0.0,-0.36643668199022483,0.0,0.0,-0.17572051218807805,1.0,0.0,27.0,1.0,-0.0,1.0
4210,Cc1cccc(-n2c(C)cc(C=C3C(=O)c4ccccc4C3=O)c2C)c1,1.0,0.0,0.0,0.0,96.31285439940399,0.0,0.0,-0.39949986456501824,0.0,0.0,-0.1794873946514145,0.0,0.0,31.0,1.0,-0.0,1.0
4211,Cc1cccc(C)c1NC(=O)NN=C1CCCCC1,1.0,0.0,1.0,0.0,98.78963439762849,1.0,0.0,-0.44615745869562046,0.0,0.0,-0.2238067019045104,0.0,0.0,29.0,0.0,1.0,0.0
4212,Cc1cccc(CN2C(=O)N/C(=C/c3ccc(C)s3)C2=O)c1,1.0,0.0,0.0,0.0,94.08002989772292,0.0,0.0,-0.3977813621512047,0.0,0.0,-0.1953134785643301,0.0,0.0,29.0,0.0,1.0,0.0
4213,Cc1cccc(N(C)S(=O)(=O)c2nnc(NC(=O)c3ccco3)s2)c1,1.0,0.0,1.0,0.0,99.56183839479554,1.0,0.0,-0.43921061748621687,0.0,0.0,-0.22550428567642639,0.0,0.0,33.0,0.0,1.0,0.0
4214,Cc1cccc(N=Nc2c(O)[nH]c3ccc(Br)cc23)c1,1.0,0.0,0.0,0.0,74.46731260186422,0.0,0.0,-0.35350936556713064,0.0,0.0,-0.1858431311312771,0.0,0.0,33.0,1.0,-0.0,1.0
4215,Cc1ccccc1-n1c(O)c(/C=N/NC(=O)c2ccccc2O)c(=O)[nH]c1=S,-0.0,1.0,0.0,1.0,65.2886964604374,0.0,0.0,-0.12004332122162122,0.0,0.0,-0.07144103650035878,0.0,0.0,29.0,0.0,1.0,0.0
